TransactionID,AccountID,TransactionAmount,AccountBalance,Amount_to_Balance_Ratio,Amount_to_TypeChannelBalanceGroupAvg_Ratio,TransactionType,Channel,Location,CustomerAge,CustomerOccupation,TransactionDuration,IsLongDuration,LoginAttempts,IsHighLoginAttempts,BalanceGroup_ByType,AccountTxCount,DeviceTxCount,MerchantTxCount,IPTxCount,Hour,DayOfWeek,Month,IF_Anomaly,LOF_Anomaly,OCSVM_Anomaly,MCD_Anomaly,IF_Score,LOF_Score,OCSVM_Score,MCD_Score,IF_Score_Norm,LOF_Score_Norm,OCSVM_Score_Norm,MCD_Score_Norm,Average_AnomalyScore_Norm,AnomalyVoteCount,Ensemble_Anomaly,VoteScore,RiskScore,RiskLevel,Top_SHAP_Feature_1,Top_SHAP_Value_1,Top_SHAP_Feature_2,Top_SHAP_Value_2,Top_SHAP_Feature_3,Top_SHAP_Value_3
TX000011,AC00150,17.78,7599.52,0.0023396214497757753,0.06342522548894859,Credit,Online,Albuquerque,52,Engineer,59,0,1,0,High,7,3,24,5,16,1,3,0,0,0,0,-0.03250407510431225,1.011247017655705,-2.359528061360076,-66.26910205536281,0.21905452608800463,0.06393983267952552,0.29157934729977264,0.003022196797306493,0.14439897571615234,0,0,0.0,4.33,Low,MerchantTxCount,-0.8772,LoginAttempts,-0.6445,TransactionType_Credit,0.5326
TX000012,AC00459,190.02,1528.81,0.12429275057070534,0.6423399963057265,Debit,Online,Memphis,21,Student,173,1,1,0,Low,7,7,26,4,17,0,2,0,0,0,0,-0.03610644104117705,0.9971110656993719,-2.879546164257138,-32.020537696690006,0.18959365186043925,0.04245393009246512,0.24057382533772026,0.01694985178207594,0.12239281476817514,0,0,0.0,3.67,Low,LoginAttempts,-0.7894,MerchantTxCount,-0.7013,Amount_to_Balance_Ratio,-0.6431
TX000013,AC00392,494.52,1620.02,0.30525549067295465,1.5016296685475559,Credit,Branch,Mesa,24,Student,111,0,1,0,Low,3,7,27,5,17,2,6,0,0,0,0,-0.026524508884553266,1.0456010389449608,-3.0992398679237665,-30.227507177334004,0.2679566230496019,0.11615613598721053,0.2190253600730196,0.017679012578108798,0.15520428292198518,0,0,0.0,4.66,Low,MerchantTxCount,-0.7681,LoginAttempts,-0.7458,IPTxCount,-0.5499
TX000014,AC00264,781.76,189.69,4.121250461278929,2.3119189210493,Debit,ATM,Memphis,26,Student,123,0,1,0,Low,6,4,31,5,16,0,11,0,0,0,1,-0.024440525093657073,1.101823405916383,-0.00011193690345301377,535.3023805657103,0.2849998622518112,0.20161117316429622,0.523000619526934,0.24765960614614083,0.3143178152722956,1,0,0.25,26.93,Low-Medium,Amount_to_Balance_Ratio,3.2349,Amount_to_TypeChannelBalanceGroupAvg_Ratio,0.8524,AccountBalance,0.7723
TX000015,AC00085,166.99,299.93,0.55676324475711,0.5644898220350135,Debit,Online,Louisville,18,Student,134,0,1,0,Low,6,7,23,5,16,0,2,0,0,0,0,-0.04110248552398044,0.9937467459283511,-2.5635137637592367,-26.551723804909813,0.14873499376661653,0.037340341202578564,0.2715715876358276,0.01917382100493012,0.11920518590248821,0,0,0.0,3.58,Low,LoginAttempts,-0.74,MerchantTxCount,-0.6853,TransactionDuration,-0.5997
TX000016,AC00270,465.45,3465.54,0.1343080732007133,1.4918539581886827,Debit,ATM,Denver,36,Engineer,129,0,1,0,Medium,2,4,31,7,16,1,12,0,0,0,0,-0.03167686881024134,1.0242216374180433,-2.9471389813223245,-33.21997780152603,0.2258195857784932,0.08366057148642692,0.23394404284344078,0.016462082783057403,0.13997157072285457,0,0,0.0,4.2,Low,LoginAttempts,-0.7324,Amount_to_Balance_Ratio,-0.6151,TransactionDuration,-0.5051
TX000017,AC00317,555.8,1131.26,0.4913105740501741,1.6877088283158044,Credit,Branch,Austin,19,Student,158,0,1,0,Low,7,6,26,7,16,0,10,0,0,0,0,-0.018611537355886276,1.011101611536503,-3.6606324855159764,-31.54755292492939,0.3326704980578845,0.06371882303529453,0.16396165493196663,0.01714219761722227,0.144373293410592,0,0,0.0,4.33,Low,LoginAttempts,-0.7179,MerchantTxCount,-0.664,CustomerAge,-0.4593
TX000018,AC00359,492.93,5109.97,0.0964643628044783,1.648867336295189,Debit,Online,Columbus,39,Engineer,234,1,1,0,Medium,6,4,27,2,18,3,12,0,0,0,0,-0.01008455903197053,1.0288837994561948,-1.8736274328300349,-25.70112693804989,0.40240584431221094,0.09074681227914105,0.3392384865524114,0.01951972804992866,0.212977717798423,0,0,0.0,6.39,Low,LoginAttempts,-0.729,Amount_to_Balance_Ratio,-0.6852,Hour_sin,0.6672
TX000019,AC00242,18.68,7948.37,0.002350167392811356,0.05894561244684076,Credit,Branch,Albuquerque,59,Retired,106,0,1,0,High,9,5,27,4,16,1,2,0,0,0,0,-0.03336372905878082,1.0195609885099632,-2.528693983504337,-64.87649699066462,0.21202410289510998,0.07657663057174124,0.27498685540556655,0.003588519013561591,0.14179402697149485,0,0,0.0,4.25,Low,MerchantTxCount,-0.9201,LoginAttempts,-0.6876,Amount_to_Balance_Ratio,-0.5322
TX000020,AC00285,71.48,6568.59,0.010882091894911999,0.23694910493318294,Credit,Online,Columbus,18,Student,169,1,1,0,Medium,7,6,25,7,18,3,6,1,0,0,0,0.0019938102119620438,1.0579132826879858,-1.7203059917493002,-10.612532440195807,0.5011851808388282,0.13487009812488338,0.3542768863441298,0.025655714836714544,0.25399697003613897,1,0,0.25,25.12,Low-Medium,Amount_to_Balance_Ratio,-0.8031,LoginAttempts,-0.6763,MerchantTxCount,-0.6694
TX000021,AC00002,59.32,5750.89,0.010314925168104415,0.2306071602975957,Debit,Branch,Los Angeles,71,Retired,38,0,1,0,Medium,7,1,26,5,16,1,2,0,0,0,0,-0.03661333911241116,1.0054190600602244,-0.8820635576940061,-35.62183370153038,0.18544813733344467,0.05508164402942084,0.43649516421088125,0.015485334679164332,0.17312757006322776,0,0,0.0,5.19,Low,MerchantTxCount,-0.7706,Amount_to_Balance_Ratio,-0.7354,LoginAttempts,-0.715
TX000022,AC00014,85.77,9146.19,0.009377675294302872,0.28805631343941773,Debit,Branch,Las Vegas,38,Doctor,93,0,1,0,High,9,5,33,4,18,4,8,0,0,0,0,-0.028461430558436973,1.0167072784373252,-2.0902409619682745,-23.924124581970496,0.25211608746187186,0.07223914153514732,0.3179921375192024,0.020242370770464445,0.1656474343216715,0,0,0.0,4.97,Low,Amount_to_Balance_Ratio,-0.8005,LoginAttempts,-0.7081,Amount_to_TypeChannelBalanceGroupAvg_Ratio,-0.6156
TX000023,AC00095,52.2,8974.93,0.005816201351988261,0.17255218483765056,Debit,Online,Atlanta,39,Engineer,120,0,1,0,High,8,9,17,9,18,1,6,0,1,0,0,-0.00958417784246307,1.140111177557222,-0.016029894720514193,-18.103176373295227,0.4064980624678014,0.2598065698586183,0.5214393205211764,0.02260954031034943,0.3025883732894864,1,0,0.25,26.58,Low-Medium,Amount_to_Balance_Ratio,-0.7281,LoginAttempts,-0.6889,Hour_sin,0.6163
TX000024,AC00453,345.84,1402.5,0.24658823529411764,1.1690709626479971,Debit,Online,Fort Worth,22,Student,142,0,3,1,Low,9,5,22,3,18,1,5,0,0,0,0,-1.6752334182634776e-06,1.0290049648259043,-0.6768445542880368,-30.925503983215016,0.48486569893176484,0.0909309772606397,0.45662389112815494,0.01739516247008755,0.2624539324476618,0,0,0.0,7.87,Low,LoginAttempts,2.9599,TransactionAmount,-0.5877,TransactionDuration,-0.558
TX000025,AC00241,145.54,1930.96,0.07537183577080829,0.4919806497333724,Debit,Online,Raleigh,21,Student,96,0,1,0,Low,9,2,33,1,16,3,3,0,0,0,0,-0.04905007103630854,1.0799406247283436,-0.6211682417788777,-28.043745552386483,0.08373803862793416,0.16835049808612945,0.462084853668942,0.01856706961205412,0.18318511499876494,0,0,0.0,5.5,Low,Amount_to_Balance_Ratio,-0.7063,LoginAttempts,-0.6169,MerchantTxCount,-0.5197
TX000026,AC00041,7.49,3634.67,0.0020607097755779755,0.024828606546580027,Credit,Online,Houston,65,Retired,276,1,1,0,Medium,7,6,24,7,17,4,10,1,0,0,0,0.00427782099760482,1.0216860707066997,-0.961831214213813,-28.48740842727704,0.5198642810939198,0.07980664360585599,0.42867122320995066,0.018386647934044084,0.26168219896094264,1,0,0.25,25.35,Low-Medium,TransactionDuration,0.9467,MerchantTxCount,-0.767,Amount_to_Balance_Ratio,-0.7082
TX000027,AC00441,246.93,673.35,0.36671864557807976,0.730252429357736,Debit,ATM,Miami,23,Student,158,0,5,1,Low,6,8,25,5,16,0,4,0,0,0,0,-0.00828986875422344,1.0033793634630435,-0.0003231630967510668,-35.51024440575438,0.41708318289379814,0.051981412610301314,0.5229799015900368,0.0155307140181429,0.2518938027780698,0,0,0.0,7.56,Low,LoginAttempts,3.4934,IsHighLoginAttempts,0.5738,MerchantTxCount,-0.5651
TX000028,AC00057,40.32,2686.52,0.015008263478403288,0.1567444488064575,Debit,Branch,Milwaukee,37,Engineer,95,0,1,0,Medium,5,7,21,4,16,2,3,0,0,0,0,-0.03608094656764649,1.0019366021065974,-1.8074346175614027,-29.21469545839649,0.18980215080012097,0.049788491323023765,0.34573095109182883,0.018090886548595995,0.1508531199408924,0,0,0.0,4.53,Low,Amount_to_Balance_Ratio,-0.7182,LoginAttempts,-0.6921,IPTxCount,-0.5682
TX000029,AC00390,127.45,1772.06,0.07192194395223639,0.43082955756849195,Debit,Online,Las Vegas,44,Doctor,197,1,1,0,Low,7,7,22,7,16,1,1,0,0,0,0,-0.02889947157856798,1.014052909165612,-2.4261489958805624,-22.4521642594418,0.24853369976812592,0.06820464001885118,0.28504489105702574,0.020840963905894898,0.1556560486874744,0,0,0.0,4.67,Low,Amount_to_Balance_Ratio,-0.7711,LoginAttempts,-0.7567,MerchantTxCount,-0.6381
TX000030,AC00313,56.17,1351.69,0.041555386220213215,0.2059791133835887,Debit,Branch,Detroit,27,Student,283,1,1,0,Low,3,4,24,4,16,2,9,0,0,0,0,-0.031990784385903914,1.0036180909845998,-0.9262522855940558,-31.01938028804358,0.22325232097121,0.05234426587188956,0.4321609513847803,0.01735698636520898,0.1812786311482722,0,0,0.0,5.44,Low,TransactionDuration,1.2538,Amount_to_Balance_Ratio,-0.7634,MerchantTxCount,-0.7086
TX000031,AC00367,28.31,8334.47,0.0033967366851161505,0.10098808400405705,Credit,Online,Miami,59,Doctor,20,0,1,0,High,7,3,31,8,17,0,7,0,0,0,0,-0.028190246535521213,1.0264853906984264,-2.6402764697095504,-27.65072572187608,0.25433388502371523,0.08710135726538959,0.2640423845900053,0.018726896591783723,0.15605113086772346,0,0,0.0,4.68,Low,MerchantTxCount,-0.744,Amount_to_Balance_Ratio,-0.7073,LoginAttempts,-0.662
TX000032,AC00291,59.12,9823.64,0.006018135843740203,0.21760992628288384,Debit,ATM,Baltimore,29,Doctor,257,1,1,0,High,7,4,24,5,16,0,2,0,0,0,0,-0.0375266704781303,0.9986993049657791,-2.044957345192606,-26.884718928215456,0.17797872945952942,0.04486797014214727,0.3224337415654941,0.0190384039071376,0.1410797112685771,0,0,0.0,4.23,Low,TransactionDuration,0.9693,MerchantTxCount,-0.7441,Amount_to_Balance_Ratio,-0.7343
TX000033,AC00060,396.45,9690.15,0.040912679370288384,1.4592600689250557,Debit,ATM,New York,49,Engineer,168,1,3,1,High,4,5,29,5,16,0,9,0,0,0,0,-0.0014915266585939224,0.9997701078841456,-1.4511986863894704,-25.833523732240927,0.4726813938877694,0.046495534190541754,0.3806720416227848,0.019465887052353664,0.2298287141883624,0,0,0.0,6.89,Low,LoginAttempts,2.6867,Amount_to_Balance_Ratio,-0.8274,AccountBalance,-0.6288
TX000034,AC00359,877.81,399.0,2.2000250626566413,2.967332239538626,Debit,Online,Los Angeles,22,Student,150,0,1,0,Low,6,3,27,6,17,0,3,0,0,0,1,-0.02998953318785519,1.0332513516189183,-2.3096061801335948,87.01766384997802,0.23961895636494535,0.09738526157509675,0.29647589146832887,0.06535839188281167,0.17470962532279566,1,0,0.25,22.74,Low,Amount_to_Balance_Ratio,2.1265,Amount_to_TypeChannelBalanceGroupAvg_Ratio,0.8886,Month_sin,-0.7379
TX000035,AC00365,255.26,14815.87,0.01722882287709058,0.8054848518833283,Credit,Branch,San Francisco,45,Doctor,50,0,1,0,High,5,3,31,7,16,4,10,0,0,0,0,-0.01631090547805486,1.0448560009780345,-1.3849716803549574,-22.399649100578955,0.35148552895274904,0.11502371751051466,0.3871678597336458,0.02086231992556487,0.2186348565306186,0,0,0.0,6.56,Low,LoginAttempts,-0.8277,Amount_to_Balance_Ratio,-0.7523,MerchantTxCount,-0.575
TX000036,AC00267,124.76,5764.72,0.021641987815540043,0.48500588871760014,Debit,Branch,Seattle,49,Engineer,45,0,1,0,Medium,10,6,31,2,16,0,10,0,0,0,0,-0.03283686764055915,1.0178414642811195,-1.8302053900156006,-32.63248434208283,0.21633288169482684,0.07396304429250433,0.3434974997407412,0.016700995168500543,0.16262360522414324,0,0,0.0,4.88,Low,LoginAttempts,-0.7788,Amount_to_Balance_Ratio,-0.7613,MerchantTxCount,-0.4385
TX000037,AC00404,78.13,900.61,0.08675231232164865,0.2865078890628411,Debit,Branch,Milwaukee,26,Student,145,0,1,0,Low,4,5,33,4,16,1,11,0,0,0,0,-0.04813091373487738,0.9917782423907479,-2.5184088059985354,-32.50356594635902,0.09125509217757422,0.03434831948505446,0.2759956680684973,0.01675342162696541,0.10458812533952284,0,0,0.0,3.14,Low,LoginAttempts,-0.7587,Amount_to_Balance_Ratio,-0.6837,MerchantTxCount,-0.5404
TX000038,AC00202,649.28,4875.86,0.13316214985664068,2.081063353685139,Debit,ATM,San Jose,75,Retired,137,0,1,0,Medium,12,2,27,5,17,3,3,0,0,0,0,-0.030115804998770757,1.0685668621041586,-1.193514829550204,-17.615731112454924,0.23858628006135246,0.1510629778295185,0.40594673791904684,0.02280776670447931,0.20460094062859926,0,0,0.0,6.14,Low,AccountTxCount,0.754,MerchantTxCount,-0.7001,LoginAttempts,-0.6397
TX000039,AC00478,795.31,7914.88,0.10048288792754911,2.927390907849126,Debit,ATM,Mesa,66,Doctor,90,0,2,0,High,7,4,26,9,17,3,10,0,0,0,0,-0.028692437058618236,1.0891480127681452,-2.7492156344128817,-11.252812087342392,0.25022686977358966,0.18234524305382238,0.25335718165793863,0.02539533621395428,0.17783115767482624,0,0,0.0,5.33,Low,Amount_to_Balance_Ratio,-0.7638,Amount_to_TypeChannelBalanceGroupAvg_Ratio,0.7489,LoginAttempts,0.6397
TX000040,AC00405,335.63,1019.39,0.3292459215805531,1.1345572727086148,Debit,Online,Oklahoma City,55,Retired,216,1,1,0,Low,6,7,26,9,17,1,1,0,0,0,0,-0.022930643560379604,1.0333651777970416,-2.6491900859586837,-26.595570435268655,0.29734797755436837,0.09755827137185968,0.26316810031639326,0.01915599016292789,0.1693075848513873,0,0,0.0,5.08,Low,LoginAttempts,-0.798,MerchantTxCount,-0.7384,TransactionAmount,-0.5034
TX000041,AC00421,328.47,4323.66,0.07597035844631632,1.0528075403292227,Debit,ATM,San Antonio,63,Retired,119,0,1,0,Medium,3,1,33,4,18,0,7,0,0,0,0,-0.01980352312634398,1.0477708619753567,-1.1691420722615193,-28.063146553626765,0.32292219833487945,0.1194541527324755,0.4083373185550634,0.018559179925093705,0.217318212386878,0,0,0.0,6.52,Low,Amount_to_Balance_Ratio,-0.7237,LoginAttempts,-0.6537,Amount_to_TypeChannelBalanceGroupAvg_Ratio,-0.5979
TX000042,AC00480,34.02,14214.48,0.0023933341212622624,0.11245642391143433,Debit,Online,Philadelphia,38,Doctor,19,0,1,0,High,11,6,26,3,16,0,1,0,0,1,0,-0.026537579661861266,1.0449595238931193,0.00025640806067972477,-25.425038420875183,0.26784972760003445,0.1151810668900195,0.523036748321399,0.019632003284948612,0.2314248865241004,1,0,0.25,24.44,Low,LoginAttempts,-0.8521,MerchantTxCount,-0.7631,Amount_to_Balance_Ratio,-0.5189
TX000043,AC00120,241.42,13357.02,0.018074390844664452,0.8611989841137214,Credit,Online,Charlotte,57,Doctor,116,0,1,0,High,6,5,24,7,18,3,4,0,0,0,0,-0.014759225052757396,1.0216719923363784,-2.4307872782030016,-30.34693160378422,0.3641754840134637,0.07978524522432218,0.2845899491818384,0.017630446974279877,0.18654528134847603,0,0,0.0,5.6,Low,LoginAttempts,-0.7751,Amount_to_Balance_Ratio,-0.7623,MerchantTxCount,-0.6885
TX000044,AC00117,55.32,241.79,0.22879358120683238,0.16359925643733023,Debit,ATM,Tucson,19,Student,117,0,1,0,Low,1,2,30,10,16,2,4,0,0,1,0,-0.030700041728915883,1.1143442905050858,6.503883946162858e-05,-61.99650500604001,0.23380827440407337,0.2206422584005594,0.5230179780382852,0.004759707805613703,0.24555705466213293,1,0,0.25,24.87,Low,IPTxCount,1.1132,Amount_to_Balance_Ratio,-0.6728,MerchantTxCount,-0.6544
TX000045,AC00011,304.31,868.61,0.3503413499729453,1.1159249420288389,Debit,Branch,Louisville,27,Student,33,0,1,0,Low,7,4,32,8,16,2,7,0,0,0,0,-0.041764340249970555,1.016219783259515,-2.6816200820123557,-25.98614885683724,0.14332221250534222,0.0714981745359351,0.2599872324451986,0.019403819922907798,0.12355285985234593,0,0,0.0,3.71,Low,LoginAttempts,-0.7722,TransactionAmount,-0.5174,MerchantTxCount,-0.5087
TX000046,AC00401,435.27,4673.28,0.09314014995891537,1.692116970039354,Debit,Branch,Chicago,74,Retired,90,0,1,0,Medium,6,4,23,6,17,2,10,0,0,0,0,-0.035851936462742984,1.0073990637515213,-3.67443217724101,-30.226342371682847,0.19167504156570364,0.05809114537497173,0.16260812420788318,0.017679486262525572,0.10751344935277103,0,0,0.0,3.23,Low,LoginAttempts,-0.7553,Amount_to_Balance_Ratio,-0.7108,IPTxCount,-0.6991
TX000047,AC00282,164.49,1509.27,0.1089864636546145,0.6031957336739631,Debit,Branch,Baltimore,26,Student,75,0,1,0,Low,6,5,32,6,16,2,12,0,0,0,0,-0.04308488612828715,0.99535837062431,-3.0497374131711448,-30.838104599741023,0.13252252232542838,0.03978992587372354,0.2238807651617924,0.01743070464482397,0.10340597950144208,0,0,0.0,3.1,Low,LoginAttempts,-0.7842,Amount_to_Balance_Ratio,-0.7119,IPTxCount,-0.6768
TX000048,AC00439,510.24,781.7,0.6527312268133555,1.7248055979109245,Debit,Online,Oklahoma City,19,Student,105,0,1,0,Low,9,3,24,7,16,0,10,0,0,0,0,-0.04448779511354278,1.0103198833827869,-2.8592334576654155,-37.10810075774381,0.12104925006722222,0.06253063740675024,0.24256617944308861,0.014880923511519937,0.11025674760714525,0,0,0.0,3.31,Low,LoginAttempts,-0.7034,MerchantTxCount,-0.6585,TransactionDuration,-0.4712
TX000049,AC00296,626.9,265.51,2.3611163421340065,2.1191608445640453,Debit,Online,Denver,26,Student,138,0,1,0,Low,4,4,18,5,16,0,11,0,0,0,1,-0.02609153006040882,1.035035113735936,-1.2115967326077968,127.41061527494153,0.2714976110849319,0.10009648606164845,0.40417319023218423,0.08178474731691854,0.2143880086739208,1,0,0.25,23.93,Low,Amount_to_Balance_Ratio,2.5692,LoginAttempts,-0.556,TransactionDuration,-0.5424
TX000050,AC00471,22.01,1335.09,0.016485779984869935,0.07285813059737505,Credit,Online,Sacramento,41,Engineer,175,1,1,0,Low,6,5,23,5,16,0,3,0,0,0,0,-0.019915495573766262,1.0192955595360773,-2.4719084186623386,-19.04272131787897,0.3220064651061416,0.0761731925086866,0.28055661799371523,0.022227461292560383,0.17524093422527595,0,0,0.0,5.26,Low,MerchantTxCount,-0.7069,Amount_to_Balance_Ratio,-0.6995,TransactionType_Credit,0.635
TX000051,AC00159,425.34,3907.54,0.10885109301504271,1.4099598809776164,Credit,Online,Kansas City,69,Retired,121,0,1,0,Medium,5,4,26,9,16,0,2,0,0,0,0,-0.02648574763028516,1.0331357438518811,-2.884172954975617,-29.76786491476946,0.26827362039437724,0.09720954385700153,0.24012001060648208,0.01786593249633879,0.15586727683854992,0,0,0.0,4.68,Low,MerchantTxCount,-0.7391,LoginAttempts,-0.6769,Amount_to_Balance_Ratio,-0.6525
TX000052,AC00482,424.56,5183.85,0.08190051795480192,1.4201673996256778,Debit,Online,Omaha,51,Engineer,264,1,1,0,Medium,6,3,32,6,17,1,2,0,0,0,0,-0.03326806258609527,0.9978318495751275,-3.257470851384583,-32.369629179831776,0.21280648257806822,0.04354948362778055,0.2035054121000056,0.016807888875707028,0.11916731679539036,0,0,0.0,3.58,Low,TransactionDuration,1.2262,LoginAttempts,-0.7211,IPTxCount,-0.6705
TX000053,AC00115,85.43,14904.9,0.005731672134667123,0.28691443228552477,Debit,Branch,Virginia Beach,67,Doctor,145,0,1,0,High,3,5,25,3,16,2,6,0,0,0,0,-0.032827556068667885,1.016130420743211,-0.5964811187406855,-15.161047081032052,0.21640903360530944,0.07136234821690302,0.46450626859524824,0.023805998102684568,0.1940209121300363,0,0,0.0,5.82,Low,LoginAttempts,-0.8542,MerchantTxCount,-0.8021,Amount_to_Balance_Ratio,-0.634
TX000054,AC00055,169.5,918.88,0.18446369493296186,0.6215677357756504,Debit,Branch,San Diego,28,Student,142,0,1,0,Low,5,5,25,6,16,3,9,0,0,0,0,-0.05057846177153702,0.9840203101589153,-4.043864012121321,-35.511166539455104,0.07123855134366047,0.022556671018430174,0.12637272497371643,0.01553033901964956,0.05892457158886416,0,0,0.0,1.77,Low,LoginAttempts,-0.7433,MerchantTxCount,-0.7146,IPTxCount,-0.7111
TX000055,AC00419,104.63,4477.78,0.023366489644422013,0.33535864141214283,Debit,ATM,Omaha,62,Retired,90,0,1,0,Medium,3,4,21,7,17,2,3,0,0,0,0,-0.038834496119188155,0.9979683513851036,-2.5114612190194068,-38.397557001839246,0.16728306794205355,0.043756959190881295,0.27667711607631285,0.014356548197634114,0.12551842285172046,0,0,0.0,3.77,Low,Amount_to_Balance_Ratio,-0.7313,LoginAttempts,-0.6441,MerchantTxCount,-0.5716
